article_id_number,no_of_experiments,subfield,type_of_article,type_of_article_other,participants,participants_other,age,brain_beh,topic,topic_other,data_badge,data_statement_present,data_statement_indicates,data_quote,data_page_no,data_accessible,data_accessible_other,dataset_URL,type_of_data_repo,type_of_data_repo_other,which_data_repo,which_data_repo_other,dataset_URL_working,data_locatable,data_downloadable,data_correspond,data_complete,software,type_of_software,type_of_software_other,data_codebook,data_scripts,data_other_info,materials_badge,materials_statement_present,materials_statement_indicates,materials_quote,materials_page_no,materials_accessible,materials_accessible_other,materials_URL,type_of_materials_repo,type_of_materials_repo_other,which_materials_repo,which_materials_repo_other,materials_URL_working,materials_locatable,materials_downloadable,materials_correspond,materials_complete,materials_explanation,materials_other_info,supplemental_info,URL_supplemental_info,open_data_score,open_materials_score
2019-30-9-1371,1,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,Yes,Yes,Available,"The case, all bias measures, and data are available",1378,Public dataset generated by the authors,NA,https:osf.io/mnz8j/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,NA,NA,No,Yes,No,No,Yes,Available,"The case, all bias measures, and all data have been made publicly available",1378,Public set of materials generated by authors,NA,https:osf.io/mnz8j/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, but only some of the materials are available",No,No,"Yes, and it is freely accessible",https://journals.sagepub.com/doi/suppl/10.1177/0956797619861429,19,13
2020-31-5-505,2,Perception,NA,NA,Humans,NA,All other ages,Behaviour,Other (please specify):,cognition and perception,Yes,Yes,Available,"All data, analysis scripts, and materials have been made publicly available via the Open Science Framework and can be accessed at osf.io/h79kd",515,Public dataset generated by the authors,NA,osf.io/h79kd,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",Yes,R,NA,Yes,Yes,NA,Yes,Yes,Available,"All data, analysis scripts, and materials have been made publicly available via the Open Science Framework and can be accessed at osf.io/h79kd",515,Public set of materials generated by authors,NA,osf.io/h79kd,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,NA,"Yes, but it is not freely accessible",http:// journals.sagepub.com/doi/suppl/10.1177/0956797620910748,25,14
2019-30-10-1434,3,Perception,NA,NA,Humans,NA,All other ages,Behaviour,Sensation,NA,Yes,Yes,Available,All data have been made publicly available via the Open Science Framework,1447,Public dataset generated by the authors,NA,https://osf.io/vgmjs/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",Yes,Other (please specify):,Matlab and Prism,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, and it is freely accessible",https://journals.sagepub.com/doi/suppl/10.1177/0956797619859361,20,0
2020-31-5-531,4,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,Yes,Yes,Available,All data and materials have been made publicly available via the Open Science Framework (OSF) and can be accessed at https://osf.io/45gyk/,545,Public dataset generated by the authors,NA,https://osf.io/45gyk/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",Yes,R,NA,Yes,Yes,NA,Yes,Yes,Available,All data and materials have been made publicly available via the Open Science Framework (OSF) and can be accessed at https://osf.io/45gyk/,545,Public set of materials generated by authors,NA,https://osf.io/45gyk/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,NA,"Yes, but it is not freely accessible",http:// journals.sagepub.com/doi/suppl/10.1177/0956797620904990,25,14
2020-31-12-1573,1,Developmental Psychology,NA,NA,Humans,NA,0-18 years or 65 years+,NA,NA,NA,No,Yes,Unavailable,Neither the data nor the materials have been made publicly available on a permanent third-party archive; requests for data or materials can be e-mailed to the corresponding author,1582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,SAS,NA,NA,NA,NA,No,Yes,Unavailable,Neither the data nor the materials have been made publicly available on a permanent third-party archive; requests for data or materials can be e-mailed to the corresponding author,1582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http:// journals.sagepub.com/doi/suppl/10.1177/0956797620959006,2,1
2020-31-12-1585,1,Developmental Psychology,NA,NA,Humans,NA,0-18 years or 65 years+,NA,NA,NA,Yes,Yes,Available,"Deidentified data, stimuli, and scripts have been made publicly available via OSF and can be accessed at https:// osf.io/3e9s6",1600,Public dataset generated by the authors,NA,https:// osf.io/3e9s6,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",Yes,R,NA,Yes,Yes,Estimate Tables,Yes,Yes,Available,"Deidentified data, stimuli, and scripts have been made publicly available via OSF and can be accessed at https:// osf.io/3e9s6",1600,Public set of materials generated by authors,NA,https:// osf.io/3e9s6,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,NA,"Yes, but it is not freely accessible",http:// journals.sagepub.com/doi/suppl/10.1177/0956797620957625,25,14
2019-30-10-1449,1,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,Yes,Yes,Available,All data and materials have been made publicly available via the Open Science Framework,1458,Public dataset generated by the authors,NA,https://osf.io/eadr5/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,NA,NA,No,No,No,Yes,Yes,Available,All data and materials have been made publicly available via the Open Science Framework,1458,Other (please specify):,Public set of materials generated by authors AND Supplementary Materials,https://osf.io/pd76u/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,No,"Yes, and it is freely accessible",https://journals.sagepub.com/doi/suppl/10.1177/0956797619864887,14,14
2019-30-10-1473,1,Perception,NA,NA,Humans,NA,All other ages,Behaviour,Sensation,NA,Yes,Yes,Available,"The data set and all stimuli, except the commercially bought common shapes in pair D, have been made available on the Open Science Framework",1480,Public dataset generated by the authors,NA,https://osf.io/79gn4/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",Yes,R,NA,Yes,No,No,Yes,Yes,Available,"The design and analysis plans for the experiment were not preregistered. The data set and all stimuli, except the commercially bought common shapes in pair D, have been made available on the Open Science Framework",1480,Public set of materials generated by authors,NA,https://osf.io/79gn4/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, but only some of the materials are available",No,No,"Yes, and it is freely accessible",https://journals.sagepub.com/doi/suppl/10.1177/0956797619866625,20,13
2019-30-10-1497,3,Perception,NA,NA,Humans,NA,All other ages,Behaviour,Sensation,NA,Yes,Yes,Available,"All raw data, experiment scripts, and analysis scripts have been made publicly available via the Open Science Framework",1508,Public dataset generated by the authors,NA,https://osf.io/x6t4e/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Unclear,"Yes, all of the data appear to be available",No,NA,NA,No,Yes,No,Yes,Yes,Available,"All raw data, experiment scripts, and analysis scripts have been made publicly available via the Open Science Framework",1508,Public set of materials generated by authors,NA,https://osf.io/x6t4e/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,No,"Yes, and it is freely accessible",https://journals.sagepub.com/doi/suppl/10.1177/0956797619869905,17,14
2019-30-10-1533,2,Perception,NA,NA,Humans,NA,All other ages,Behaviour,Sensation,NA,Yes,Yes,Available,All data and materials have been made publicly available via the Open Science Framework,1544,Public dataset generated by the authors,NA,https://osf.io/vy62h/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,NA,NA,Yes,Yes,Script for statistical models,Yes,Yes,Available,All data and materials have been made publicly available via the Open Science Framework,1544,Public set of materials generated by authors,NA,https://osf.io/vy62h/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,No,"Yes, and it is freely accessible",https://journals.sagepub.com/doi/suppl/10.1177/0956797619870779,24,14
2019-30-11-1584,2,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,Yes,Yes,Available,All data and materials have been made publicly available via the Open Science Framework,1590,Public dataset generated by the authors,NA,"Study 1: https://osf.io/rt6un/, Study 2: https://osf.io/kzmr5/",Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,NA,NA,No,Yes,No,Yes,Yes,Available,All data and materials have been made publicly available via the Open Science Framework,1590,Public set of materials generated by authors,NA,https:// osf.io/rt6un (Study 1) and https://osf.io/kzmr5/ (Study 2),Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,No,"Yes, and it is freely accessible",https://journals-sagepub-com.wwwproxy1.library.unsw.edu.au/doi/suppl/10.1177/0956797619867939,19,14
2019-30-11-1603,1,Health Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Fitness, weight, consumption, hormone levels, chemical uptake, sleeping patterns",NA,Yes,Yes,Available,All data have been made publicly available via the Open Science Framework,1613,Public dataset generated by the authors,NA,https://osf.io/39vsg/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",Yes,R,NA,Yes,Yes,No,Yes,Yes,Available,All labels used in this study are presented in Table S1 in the Supplemental Material available online,1606,Other (please specify):,Supplementary Materials,https://journals.sagepub.com/doi/suppl/10.1177/0956797619872191,Other (please specify):,PDF document,NA,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,No,"Yes, and it is freely accessible",https://journals.sagepub.com/doi/suppl/10.1177/0956797619872191,25,14
2019-30-11-1638,4,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,No,Yes,Unavailable,Data and materials for this study have not been made publicly available but can be obtained by e-mailing the corresponding author.,1635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Other (please specify):,Mplus,NA,NA,NA,No,Yes,Unavailable,Data and materials for this study have not been made publicly available but can be obtained by e-mailing the corresponding author.,1635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, and it is freely accessible",https://journals.sagepub.com/doi/suppl/10.1177/0956797619875472,2,1
2020-31-4-351,1,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,Yes,Yes,Available,"All data, analysis scripts, and materials have been made publicly available via the Open Science Framework",361,Public dataset generated by the authors,NA,https://osf.io/kgmpy/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,NA,NA,No,Yes,No,Yes,Yes,Available,"All data, analysis scripts, and materials have been made publicly available via the Open Science Framework",361,Public set of materials generated by authors,NA,https://osf.io/qy8dz/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,No,"Yes, and it is freely accessible",https://journals.sagepub.com/doi/suppl/10.1177/0956797620901766,19,14
2020-31-4-363,5 or more,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,Yes,Yes,Available,"All data, experimental materials, and computational-modeling code used to generate the analyses have been made publicly available via the Open Science Framework",379,Public dataset generated by the authors,NA,https://osf.io/w2zkb/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,NA,NA,No,Yes,No,Yes,Yes,Available,"All data, experimental materials, and computational-modeling code used to generate the analyses have been made publicly available via the Open Science Framework",379,Public set of materials generated by authors,NA,https://osf.io/48brj/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, but only some of the materials are available",Yes,No,"Yes, and it is freely accessible",https://journals.sagepub.com/doi/suppl/10.1177/0956797620904985,19,18
2020-31-4-468,4,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,Yes,Yes,Available,"All data, analysis code, and materials have been made publicly available via the Open Science Framework and can be accessed at osf.io/7jfbp",478,Public dataset generated by the authors,NA,osf.io/7jfbp,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,NA,NA,No,Yes,NA,Yes,Yes,Available,osf.io/7jfbp,478,Public set of materials generated by authors,NA,osf.io/7jfbp,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,Stage 1 and Final manuscript documents,"Yes, but it is not freely accessible",http:// journals.sagepub.com/doi/suppl/10.1177/0956797620904045,19,14
2020-31-4-449,1,Health Psychology,NA,NA,Humans,NA,All other ages,Behaviour,Other (please specify):,combines social and health psyc,Yes,Yes,Available,"All data, materials, and R code have been made publicly available via the Open Science Framework and can be accessed at https://osf.io/mj9ux/",457,Public dataset generated by the authors,NA,https://osf.io/mj9ux/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",Yes,R,NA,No,Yes,NA,Yes,Yes,Available,"All data, materials, and R code have been made publicly available via the Open Science Framework and can be accessed at https://osf.io/mj9ux/",457,Public set of materials generated by authors,NA,https://osf.io/mj9ux/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",Yes,NA,"Yes, but it is not freely accessible",http:// journals.sagepub.com/doi/suppl/10.1177/0956797620905615,20,19
2020-31-6-607,1,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,No,Yes,Unavailable,Data for this study have not been made publicly available.,621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,R,NA,NA,NA,NA,Yes,Yes,Available,"Materials, data-analysis scripts, and supplemental material for this study have been made publicly available via the Open Science Framework and can be accessed at https://osf.io/d9syw/.",620,Public set of materials generated by authors,NA,https://osf.io/d9syw/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,"Analysis code, pre-registration documents and supplemental material","Yes, and it is freely accessible",https://osf.io/d9syw/,2,14
2020-31-6-644,4,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,Yes,Yes,Available,All data for Studies 1 through 4 and materials for Studies 2 through 4 have been made publicly available via the Open Science Framework and can be accessed at https:// osf.io/uzncm/,652,Public dataset generated by the authors,NA,https:// osf.io/uzncm/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,NA,NA,No,No,NA,Yes,Yes,Available,All data for Studies 1 through 4 and materials for Studies 2 through 4 have been made publicly available via the Open Science Framework and can be accessed at https:// osf.io/uzncm/,652,Public set of materials generated by authors,NA,https:// osf.io/uzncm/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,NA,"Yes, but it is not freely accessible",http:// journals.sagepub.com/doi/suppl/10.1177/0956797620916705,14,14
2020-31-6-678,1,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,R,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http:// journals.sagepub.com/doi/suppl/10.1177/0956797620916782,1,0
2020-31-6-702,1,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,Yes,Yes,Available,All data and materials have been made publicly available via the Open Science Framework and can be accessed at https://osf.io/k3jsk,713,Public dataset generated by the authors,NA,https://osf.io/k3jsk,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,NA,NA,No,Yes,NA,Yes,Yes,Available,All data and materials have been made publicly available via the Open Science Framework and can be accessed at https://osf.io/k3jsk,713,Public set of materials generated by authors,NA,https://osf.io/k3jsk,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,NA,"Yes, but it is not freely accessible",http:// journals.sagepub.com/doi/suppl/10.1177/0956797620916708,19,14
2020-31-6-663,4,Perception,NA,NA,Humans,NA,All other ages,Behaviour,Sensation,NA,Yes,Yes,Available,All data and materials have been made publicly available via the Open Science Framework and can be accessed at osf.io/7236z,676,Public dataset generated by the authors,NA,osf.io/7236z,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,NA,NA,No,Yes,NA,Yes,Yes,Available,All data and materials have been made publicly available via the Open Science Framework and can be accessed at osf.io/7236z,676,Public set of materials generated by authors,NA,osf.io/7236z,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,"pre-registration forms, archived manuscripts","Yes, but it is not freely accessible",http:// journals.sagepub.com/doi/suppl/10.1177/0956797620915887,19,14
2020-31-4-437,3,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,Yes,Yes,Available,All data and materials have been made publicly available via the Open Science Framework,447,Public dataset generated by the authors,NA,https://osf.io/wt4e5/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,NA,NA,Yes,Yes,No,Yes,Yes,Available,All data and materials have been made publicly available via the Open Science Framework,447,Public set of materials generated by authors,NA,https://osf.io/wt4e5/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",Yes,No,"Yes, and it is freely accessible",https://journals.sagepub.com/doi/suppl/10.1177/0956797620903717,24,19
2020-31-12-1602,3,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,Yes,Yes,Available,All data and materials are available on OSF,1604,Public dataset generated by the authors,NA,https://osf.io/fs9zt/?view_only=eebbf706028842448b97618b67739e98,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,NA,NA,No,Yes,No,Yes,Yes,Available,Data and materials for all three experiments have been made publicly available via OSF,1610,Public set of materials generated by authors,NA,https://osf.io/jsqpd/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,No,No,NA,19,14
2020-31-7-770,2,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,Yes,Yes,Available,All data and materials have been made publicly available via the Open Science Framework,778,Public dataset generated by the authors,NA,https://osf.io/7d3xh/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,NA,NA,No,Yes,No,Yes,Yes,Available,All data and materials have been made publicly available via the Open Science Framework,778,Public set of materials generated by authors,NA,https://osf.io/7d3xh/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,No,"Yes, and it is freely accessible",https://journals.sagepub.com/doi/suppl/10.1177/0956797620939054,19,14
2020-31-7-807,1,Health Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Fitness, weight, consumption, hormone levels, chemical uptake, sleeping patterns",NA,Yes,Yes,Available,Data and materials are available on the Open Science Framework,812,Public dataset generated by the authors,NA,https://osf.io/abjck/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,NA,NA,No,Yes,No,Yes,Yes,Available,All data and materials have been made publicly available via the Open Science Framework a,820,Public set of materials generated by authors,NA,https://osf.io/hs9gf/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,No,"Yes, and it is freely accessible",https://journals.sagepub.com/doi/suppl/10.1177/0956797620919673,19,14
2020-31-7-848,4,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,Yes,Yes,Available,"All data and materials have been made publicly available via the Open Science Framework and can be accessed at https://osf.io/r84uz/ and https://osf.io/2wudt/, respectively",856,Public dataset generated by the authors,NA,https://osf.io/qm34k/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,NA,NA,Yes,Yes,NA,Yes,Yes,Available,"All data and materials have been made publicly available via the Open Science Framework and can be accessed at https://osf.io/r84uz/ and https://osf.io/2wudt/, respectively.",856,Public set of materials generated by authors,NA,https://osf.io/2wudt/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",Yes,NA,"Yes, and it is freely accessible",http:// journals.sagepub.com/doi/suppl/10.1177/0956797620922785,24,19
2020-31-7-858,1,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,Yes,Yes,Available,"All data, analysis scripts, and material have been made publicly available via the Open Science Framework and can be accessed at https://osf.io/64ct2",863,Public dataset generated by the authors,NA,https://osf.io/64ct2/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",Yes,JASP,NA,Yes,Yes,The design and analysis plans for this study were preregistered at https:// osf.io/m28xv (quoted from pg 863),Yes,Yes,Available,"All data, analysis scripts, and material have been made publicly available via the Open Science Framework and can be accessed at https://osf.io/64ct2",863,Public set of materials generated by authors,NA,https://osf.io/26esv/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",Yes,NA,No,NA,25,19
2020-31-7-873,2,Developmental Psychology,NA,NA,Other (please specify):,Both humans (2-3 years old) and great apes were used in this study,All other ages,Behaviour,Other (please specify):,Learning,Yes,Yes,Available,Data for all studies have been made publicly available via the Open Science Framework and can be accessed at https://osf.io/x5493.,879,Public dataset generated by the authors,NA,https://osf.io/wexya/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, but only some of the data are available",No,NA,NA,No,Yes,The design and analysis plans for Study 1b were preregistered at https://osf.io/8ubsx. The other studies were not preregistered. (Quoted from pg 879),Yes,Yes,Available,"The video demonstrations used in Study 1b are also available at https://osf.io/x5493 (Studies 1a and 3 involved live interactions, so no materials were available to post).",879,Public set of materials generated by authors,NA,https://osf.io/x5493,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"No, not all of the materials are available",Yes,Videos,No,NA,18,17
2020-31-7-881,1,Developmental Psychology,NA,NA,Humans,NA,0-18 years or 65 years+,NA,NA,NA,Yes,Yes,Unavailable,Data are available to qualified researchers via the National Institute of Mental Health Data Archive at https://nda.nih .gov/study.html?id=851. The design and analysis plans for this study were not preregistered.,887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, and it is freely accessible",http:// journals.sagepub.com/doi/suppl/10.1177/0956797620929299,1,0
2020-31-8-911,2,Developmental Psychology,NA,NA,Humans,NA,0-18 years or 65 years+,NA,NA,NA,Yes,Yes,Available,"All data, materials, and analysis scripts have been made publicly available via the Open Science Framework and can be accessed at https://osf.io/qnye7",925,Public dataset generated by the authors,NA,https://osf.io/qnye7/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,NA,NA,Yes,Yes,The design and analysis plans were preregistered at http://aspredicted. org/blind.php?x=zw38pd.,Yes,Yes,Available,"All data, materials, and analysis scripts have been made publicly available via the Open Science Framework and can be accessed at https://osf.io/qnye7.",925,Public set of materials generated by authors,NA,https://osf.io/qnye7/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",Yes,NA,"Yes, and it is freely accessible",https://journals.sagepub.com/doi/suppl/10.1177/0956797620920360,24,19
2020-31-8-944,2,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,Yes,Yes,Available,"All data, experimental materials, and analysis code for both studies have been made available via the Open Science Framework and can be accessed at https://osf.io/xm7pw.",954,Public dataset generated by the authors,NA,https://osf.io/xm7pw/files/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,NA,NA,Yes,Yes,No but: The design and analysis plans for the experiments were not preregistered.,Yes,Yes,Available,"All data, experimental materials, and analysis code for both studies have been made available via the Open Science Framework and can be accessed at https://osf.io/xm7pw.",954,Public set of materials generated by authors,NA,https://osf.io/xm7pw/files/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",Yes,NA,No,NA,24,19
2020-31-8-968,3,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,Yes,Yes,Available,"The experiment reported here was preregistered on the Open Science Framework (https://osf.io/z3cmn/); a small deviation from the preregistration is reported in the text. All study materials, raw data, and analysis code can also be found on the Open Science Framework (https://osf .io/4kmf8/).",976,Public dataset generated by the authors,NA,https://osf.io/4kmf8/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,NA,NA,No,Yes,NA,Yes,Yes,Available,"The experiment reported here was preregistered on the Open Science Framework (https://osf.io/z3cmn/); a small deviation from the preregistration is reported in the text. All study materials, raw data, and analysis code can also be found on the Open Science Framework (https://osf .io/4kmf8/).",976,Public set of materials generated by authors,NA,https://osf .io/4kmf8/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",Yes,NA,"Yes, and it is freely accessible",https://journals.sagepub.com/doi/suppl/10.1177/0956797620929302,19,19
2020-31-8-978,3,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,Yes,Yes,Available,All data and stimuli have been made publicly available via the Open Science Framework and can be accessed at https://osf.io/a8sd4.,985,Public dataset generated by the authors,NA,https://osf.io/a8sd4/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",Yes,Other (please specify):,R and SAS,No,Yes,NA,Yes,Yes,Available,Multiple statements like: see Fig. 2a and Table S1 in the Supplemental Material,"980, 982, 983",Public set of materials generated by authors,NA,https://journals.sagepub.com/doi/suppl/10.1177/0956797620927967,Other (please specify):,Supplemental Material,NA,NA,Yes,Yes,Yes,Unclear,"Yes, but only some of the materials are available",Yes,NA,"Yes, and it is freely accessible",https://journals.sagepub.com/doi/suppl/10.1177/0956797620927967,20,16
2020-31-8-987,4,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,Yes,Yes,Available,All data and analysis scripts have been made publicly available via the Open Science Framework and can be accessed at https://osf.io/z28rq.,999,Public dataset generated by the authors,NA,https://osf.io/z28rq,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,NA,NA,Yes,Yes,Note on Data File Given,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, and it is freely accessible",https://journals.sagepub.com/doi/suppl/10.1177/0956797620929977,24,0
