Article ID,Authors,Year,Month,Title,DOI,Journal,Volume,Issue,Pages,Descriptors,Full author names
11-3-2015 CPS,"ML Pe, K Kircanski, RJ Thompson, LF Bringmann, F Tuerlinckx, M Mestdagh, J Mata, SM Jaeggi, M Buschkuehl, J Jonides, P Kuppens, IH Gotlib",2015,Mar,Emotion-Network Density in Major Depressive Disorder,10.1177/2167702614540645,CPS,3,2,292 - 300,,"Madeline Lee Pe, Katharina Kircanski, Renee J. Thompson, Laura F. Bringmann, Francis Tuerlinckx, Merijn Mestdagh, Jutta Mata, Susanne M. Jaeggi, Martin Buschkuehl, John Jonides, Peter Kuppens, Ian H. Gotlib"
13-3-2015 CPS,,2015,Mar,ERRATUM: Editor's Introduction to the Special Series: Targeted Training of Cognitive Processes for Behavioral and Emotional Disorders,10.1177/2167702615570018,CPS,3,2,331,,
2-3-2015 CPS,"FJ Gazendam, JH Kamphuis, A Eigenhuis, HMH Huizenga, M Soeter, MGN Bos, D Sevenster, M Kindt",2015,Mar,Personality Predicts Individual Variation in Fear Learning: A Multilevel Growth Modeling Approach,10.1177/2167702614535914,CPS,3,2,175 - 188,,"Femke J. Gazendam, Jan H. Kamphuis, Annemarie Eigenhuis, Hilde M. H. Huizenga, Marieke Soeter, Marieke G. N. Bos, Dieuwke Sevenster, Merel Kindt"
6-3-2015 CPS,"NJ Scott, AL Jones, RSS Kramer, R Ward",2015,Mar,Facial Dimorphism in Autistic Quotient Scores,10.1177/2167702614534238,CPS,3,2,230 - 241,,"Naomi Jane Scott, Alex Lee Jones, Robin Stewart Samuel Kramer, Robert Ward"
7-3-2015 CPS,"JT Siegel, BA Lienemann, CN Tan",2015,Mar,Influencing Help-Seeking Among People With Elevated Depressive Symptomatology: Mistargeting as a Persuasive Technique,10.1177/2167702614542846,CPS,3,2,242 - 255,,"Jason T. Siegel, Brianna A. Lienemann, Cara N. Tan"
8-3-2015 CPS,"KE Pickard, BR Ingersoll",2015,Mar,From Research Settings to Parents: The Role of Parent Social Networks in the Choices Parents Make About Services for Their Child With Autism Spectrum Disorder,10.1177/2167702614534240,CPS,3,2,256 - 269,,"Katherine E. Pickard, Brooke R. Ingersoll"
9-3-2015 CPS,"A Crombach, T Elbert",2015,Mar,Controlling Offensive Behavior Using Narrative Exposure Therapy: A RandomizedControlled Trial of Former Street Children,10.1177/2167702614534239,CPS,3,2,270 - 282,,"Anselm Crombach, Thomas Elbert"
1-5-2015 CPS,"NC Culver, B Vervliet, MG Craske",2015,May,Compound Extinction: Using the Rescorla-Wagner Model to Maximize Exposure Therapy Effects for Anxiety Disorders,10.1177/2167702614542103,CPS,3,3,335 - 348,,"Najwa C. Culver, Bram Vervliet, Michelle G. Craske"
2-5-2015 CPS,"G Picci, KS Scherf",2015,May,A Two-Hit Model of Autism: Adolescence as the Second Hit,10.1177/2167702614540646,CPS,3,3,349 - 371,,"Giorgia Picci, K. Suzanne Scherf"
3-5-2015 CPS,AE Kazdin,2015,May,Editor's Introduction to the Special Series: Computational Psychiatry,10.1177/2167702614567351,CPS,3,3,372 - 373,,Alan E. Kazdin
4-5-2015 CPS,TV Maia,2015,May,Introduction to the Series on Computational Psychiatry,10.1177/2167702614567350,CPS,3,3,374 - 377,,Tiago V. Maia
5-5-2015 CPS,"TV Wiecki, J Poland, MJ Frank",2015,May,Model-Based Cognitive Neuroscience Approaches to Computational Psychiatry: Clustering and Classification,10.1177/2167702614565359,CPS,3,3,378 - 399,,"Thomas V. Wiecki, Jeffrey Poland, Michael J. Frank"
7-5-2015 CPS,"JT Lu, KT Kishida, J De Asis-Cruz, T Lohrenz, D Treadwell-Deering, M Beauchamp, PR Montague",2015,May,Single-Stimulus Functional MRI Produces a Neural Individual Difference Measure for Autism Spectrum Disorder,10.1177/2167702614562042,CPS,3,3,422 - 432,,"James T. Lu, Kenneth T. Kishida, Josepheen De Asis-Cruz, Terry Lohrenz, Diane Treadwell-Deering, Michael Beauchamp, P. Read Montague"
9-5-2015 CPS,"TV Maia, M Cano-Colino",2015,May,The Role of Serotonin in Orbitofrontal Function and Obsessive-Compulsive Disorder,10.1177/2167702614566809,CPS,3,3,460 - 482,,"Tiago V. Maia, Maria Cano-Colino"
28-3-2012 DP,CORRECTION TO GARDNER AND STEINBERG,2012,Feb,CORRECTION TO GARDNER AND STEINBERG,10.1037/a0026993,DP,,,,,
10-5-2012 DP,CORRECTION TO BELSKY ET AL.,2012,Feb,CORRECTION TO BELSKY ET AL.,10.1037/a0025837,DP,,,,,
30-5-2012 DP,CORRECTION TO NOLES AND GELMAN,2012,Feb,CORRECTION TO NOLES AND GELMAN,10.1037/a0027141,DP,,,,,
17-11-2012 DP,"CORRECTION TO GUTMAN, SCHOON, AND SABATES",2012,Feb,"CORRECTION TO GUTMAN, SCHOON, AND SABATES",10.1037/a0028594,DP,,,,,
26-9-2012 DP,CORRECTION TO UROSEVIC ET AL.,2012,Feb,CORRECTION TO UROSEVIC ET AL.,10.1037/a0028203,DP,,,,,
4-9-2012 DP,CORRECTION TO GUNDERSON ET AL.,2012,Feb,CORRECTION TO GUNDERSON ET AL.,10.1037/a0028593,DP,,,,,
8-1-2013 DP,CORRECTION TO WEISS ET AL.,2013,Feb,CORRECTION TO WEISS ET AL.,10.1037/a0031227,DP,,,,,
2-6-2013 DP,CORRECTION TO SULIK ET AL.,2013,Feb,CORRECTION TO SULIK ET AL.,10.1037/a0032762,DP,,,,,
15-4-2014 DP,"CORRECTION TO CHOW, KRAHN, AND GALAMBOS",2014,Feb,"CORRECTION TO CHOW, KRAHN, AND GALAMBOS",10.1037/a0035822,DP,,,,,
6-4-2014 DP,CORRECTION TO BAYDAR ET AL.,2014,Feb,CORRECTION TO BAYDAR ET AL.,10.1037/a0036243,DP,,,,,
24-5-2014 DP,CORRECTION TO MEEUS ET AL.,2014,Feb,CORRECTION TO MEEUS ET AL.,10.1037/a0036422,DP,,,,,
26-1-2012 DP,"H Busch, J Hofer",2012,Jan,Self-regulation and milestones of adult development: intimacy and generativity.,10.1037/a0025521,DP,48,1,282-93,"Adolescent, Adult, Affect, Attention [physiology], Cognition [physiology], Female, Human Development, Humans, Interpersonal Relations, Longitudinal Studies, Male, Middle Aged, Models, Psychological, Negotiating [psychology], Questionnaires, Self Concept, Social Control, Informal, Young Adult","Holger Busch, Jan Hofer"
22-1-2012 DP,"ML Sturge-Apple, PT Davies, D Cicchetti, LG Manning",2012,Jan,"Interparental violence, maternal emotional unavailability and children's cortisol functioning in family contexts.",10.1037/a0025419,DP,48,1,237-49,"Child Behavior, Child, Preschool, Conflict (Psychology), Emotions [physiology], Family [psychology], Female, Humans, Hydrocortisone [metabolism], Individuality, Infant, Male, Maternal Behavior [physiology], Models, Statistical, Parent-Child Relations, Saliva [chemistry]","Melissa L Sturge-Apple, Patrick T Davies, Dante Cicchetti, Liviah G Manning"
10-1-2012 DP,"S Thomaes, BJ Bushman, BO de Castro, A Reijntjes",2012,Jan,"Arousing ""gentle passions"" in young adolescents: Sustained experimental effects of value affirmations on prosocial feelings and behaviors.",10.1037/a0025677,DP,48,1,103-10,"Adolescent, Adolescent Behavior, Analysis of Variance, Antisocial Personality Disorder [psychology], Child, Emotions [physiology], Female, Humans, Longitudinal Studies, Male, Netherlands, Psychometrics, Social Behavior, Social Environment","Sander Thomaes, Brad J Bushman, Bram Orobio de Castro, Albert Reijntjes"
20-1-2012 DP,"N Ntoumanis, IM Taylor, C Thøgersen-Ntoumani",2012,Jan,"A longitudinal examination of coach and peer motivational climates in youth sport: implications for moral attitudes, well-being, and behavioral investment.",10.1037/a0024934,DP,48,1,213-23,"Achievement, Adolescent, Adolescent Behavior, Child, Female, Humans, Longitudinal Studies, Male, Morale, Peer Group, Personal Satisfaction, Predictive Value of Tests, Questionnaires, Regression Analysis, Sports [psychology]","Nikos Ntoumanis, Ian M Taylor, Cecilie Thøgersen-Ntoumani"
16-1-2012 DP,E Kidd,2012,Jan,Implicit statistical learning is directly associated with the acquisition of syntax.,10.1037/a0025405,DP,48,1,171-84,"Association, Child, Child, Preschool, Female, Humans, Individuality, Language, Learning [physiology], Male, Neuropsychological Tests, Probability, Psycholinguistics, Reaction Time [physiology], Verbal Learning",Evan Kidd
3-1-2012 DP,"Y Sato, M Kato, R Mazuka",2012,Jan,Development of single/geminate obstruent discrimination by Japanese infants: early integration of durational and nondurational cues.,10.1037/a0025528,DP,48,1,18-34,"Acoustic Stimulation, Age Factors, Analysis of Variance, Asian Continental Ancestry Group, Attention [physiology], Cues, Discrimination (Psychology) [physiology], Female, Habituation, Psychophysiologic, Humans, Infant, Language Development, Male, Predictive Value of Tests, Psychoacoustics, Reaction Time, Speech Perception [physiology], Time Factors, Verbal Behavior [physiology]","Yutaka Sato, Mahoko Kato, Reiko Mazuka"
14-1-2012 DP,"KR Neary, JW Van de Vondervoort, O Friedman",2012,Jan,Artifacts and natural kinds: children's judgments about whether objects are owned.,10.1037/a0025661,DP,48,1,149-58,"Age Factors, Analysis of Variance, Artifacts, Child, Child Behavior, Child Development, Child, Preschool, Cognition, Female, Humans, Judgment [physiology], Male, Neuropsychological Tests, Pattern Recognition, Visual [physiology], Photic Stimulation, Recognition (Psychology)","Karen R Neary, Julia W Van de Vondervoort, Ori Friedman"
4-1-2012 DP,"HK Laurent, JC Ablow, J Measelle",2012,Jan,"Taking stress response out of the box: stability, discontinuity, and temperament effects on HPA and SNS across social stressors in mother-infant dyads.",10.1037/a0025518,DP,48,1,35-45,"Adult, Female, Humans, Hydrocortisone [metabolism], Hypothalamo-Hypophyseal System [metabolism], Infant, Linear Models, Longitudinal Studies, Male, Mother-Child Relations, Pituitary-Adrenal System [metabolism], Salivary alpha-Amylases [metabolism], Stress, Psychological [pathology], Sympathetic Nervous System [physiopathology], Temperament, Time Factors, Young Adult","Heidemarie K Laurent, Jennifer C Ablow, Jeffrey Measelle"
8-1-2012 DP,"S Van Petegem, W Beyers, M Vansteenkiste, B Soenens",2012,Jan,On the association between adolescent autonomy and psychosocial functioning: examining decisional independence from a self-determination theory perspective.,10.1037/a0025307,DP,48,1,76-88,"Adaptation, Psychological, Adolescent, Age Factors, Decision Making [physiology], Educational Status, Factor Analysis, Statistical, Female, Humans, Male, Motivation, Personal Autonomy, Psychology, Psychology, Adolescent, Reproducibility of Results, Self Concept, Sex Factors, Young Adult","Stijn Van Petegem, Wim Beyers, Maarten Vansteenkiste, Bart Soenens"
9-1-2012 DP,"ME Roberts, FX Gibbons, M Gerrard, CY Weng, VM Murry, LG Simons, RL Simons, FO Lorenz",2012,Jan,From racial discrimination to risky sex: prospective relations involving peers and parents.,10.1037/a0025430,DP,48,1,89-102,"Adolescent, Adult, Age Factors, Aged, Aged, 80 and over, Factor Analysis, Statistical, Female, Humans, Male, Middle Aged, Models, Psychological, Parent-Child Relations, Parents [psychology], Peer Group, Prejudice, Risk-Taking, Sexual Behavior, Statistics as Topic, Young Adult","Megan E Roberts, Frederick X Gibbons, Meg Gerrard, Chih-Yuan Weng, Velma M Murry, Leslie G Simons, Ronald L Simons, Frederick O Lorenz"
2-1-2012 DP,"D Barner, T Lui, J Zapf",2012,Jan,Is two a plural marker in early child language?,10.1037/a0025283,DP,48,1,10 - 17,"Analysis of Variance, Child Language, Child, Preschool, Concept Formation [physiology], Female, Humans, Language Development, Male, Mathematics, Neuropsychological Tests, Recognition (Psychology)","David Barner, Toni Lui, Jennifer Zapf"
21-1-2012 DP,"LR Alink, D Cicchetti, J Kim, FA Rogosch",2012,Jan,"Longitudinal associations among child maltreatment, social functioning, and cortisol regulation.",10.1037/a0024892,DP,48,1,224-36,"Aggression [psychology], Child, Child Abuse [psychology], Circadian Rhythm [physiology], Female, Humans, Hydrocortisone [metabolism], Longitudinal Studies, Male, Peer Group, Pupil, Regression (Psychology), Saliva [chemistry], Social Adjustment, Statistics as Topic, Time Factors","Lenneke R A Alink, Dante Cicchetti, Jungmeen Kim, Fred A Rogosch"
17-1-2012 DP,"AD Surtees, ML Noordzij, IA Apperly",2012,Jan,Sometimes losing your self in space: children's and adults' spontaneous use of multiple spatial reference frames.,10.1037/a0025863,DP,48,1,185-91,"Adolescent, Age Factors, Aging, Analysis of Variance, Child, Child Development, Cognition [physiology], Female, Humans, Judgment, Male, Neuropsychological Tests, Orientation, Photic Stimulation, Reference Values, Social Behavior, Space Perception [physiology], Young Adult","Andrew D R Surtees, Matthijs L Noordzij, Ian A Apperly"
18-1-2012 DP,"AC Van Duijvenvoorde, BR Jansen, JC Bredman, HM Huizenga",2012,Jan,Age-related changes in decision making: comparing informed and noninformed situations.,10.1037/a0025601,DP,48,1,192-203,"Adolescent, Adult, Aging, Analysis of Variance, Attention [physiology], Child, Choice Behavior, Decision Making [physiology], Female, Games, Experimental, Humans, Knowledge, Male, Mathematics, Memory, Short-Term [physiology], Neuropsychological Tests, Reaction Time, Sex Characteristics, Young Adult","Anna C K Van Duijvenvoorde, Brenda R J Jansen, Joren C Bredman, Hilde M Huizenga"
5-1-2012 DP,"H Watanabe, L Forssman, D Green, G Bohlin, C von Hofsten",2012,Jan,Attention demands influence 10- and 12-month-old infants' perseverative behavior.,10.1037/a0025412,DP,48,1,46-55,"Age Factors, Analysis of Variance, Attention [physiology], Child Development [physiology], Cues, Executive Function [physiology], Female, Fixation, Ocular [physiology], Humans, Infant, Infant Behavior [physiology], Male, Time Factors, Visual Fields [physiology]","Hama Watanabe, Linda Forssman, Dorota Green, Gunilla Bohlin, Claes von Hofsten"
1-1-2012 DP,"M Vaillant-Molina, LE Bahrick",2012,Jan,The role of intersensory redundancy in the emergence of social referencing in 5Œ_-month-old infants.,10.1037/a0025263,DP,48,1,1 - 9,"Acoustic Stimulation, Attention [physiology], Child Development [physiology], Expressed Emotion [physiology], Female, Habituation, Psychophysiologic, Humans, Infant, Male, Orientation, Photic Stimulation","Mariana Vaillant-Molina, Lorraine E Bahrick"
13-1-2012 DP,"M Friend, SA Schmitt, AM Simpson",2012,Jan,Evaluating the predictive validity of the computerized comprehension task: comprehension predicts production.,10.1037/a0025511,DP,48,1,136-48,"Age Factors, Child Development [physiology], Child, Preschool, Comprehension [physiology], Diagnosis, Computer-Assisted, Female, Humans, Infant, Language Development, Longitudinal Studies, Male, Neuropsychological Tests, Predictive Value of Tests, Regression Analysis, Reproducibility of Results","Margaret Friend, Sara A Schmitt, Adrianne M Simpson"
24-1-2012 DP,"M Caputi, S Lecce, A Pagnin, R Banerjee",2012,Jan,Longitudinal effects of theory of mind on later peer relations: the role of prosocial behavior.,10.1037/a0025402,DP,48,1,257-70,"Age Factors, Child, Child, Preschool, Comprehension, Female, Humans, Interpersonal Relations, Longitudinal Studies, Male, Models, Psychological, Neuropsychological Tests, Peer Group, Personality Development, Social Behavior, Sociometric Techniques, Theory of Mind, Time Factors, Verbal Behavior [physiology]","Marcella Caputi, Serena Lecce, Adriano Pagnin, Robin Banerjee"
7-1-2012 DP,"TA Lansu, AH Cillessen, JC Karremans",2012,Jan,Implicit associations with popularity in early adolescence: an approach-avoidance analysis.,10.1037/a0025681,DP,48,1,65-75,"Adolescent, Analysis of Variance, Association, Child, Female, Humans, Interpersonal Relations, Male, Motor Skills [physiology], Peer Group, Questionnaires, Reaction Time [physiology], Rejection (Psychology), Sociometric Techniques","Tessa A M Lansu, Antonius H N Cillessen, Johan C Karremans"
25-1-2012 DP,"SI Hammond, U Mí_ller, JI Carpendale, MB Bibok, DP Liebermann-Finestone",2012,Jan,The effects of parental scaffolding on preschoolers' executive function.,10.1037/a0025519,DP,48,1,271-81,"Attention, Child Behavior, Child Development, Child, Preschool, Executive Function [physiology], Female, Follow-Up Studies, Humans, Inhibition (Psychology), Male, Neuropsychological Tests, Parent-Child Relations, Parenting, Principal Component Analysis, Problem Solving, Regression Analysis, Reproducibility of Results, Space Perception, Verbal Behavior","Stuart I Hammond, Ulrich Müller, Jeremy I M Carpendale, Maximilian B Bibok, Dana P Liebermann-Finestone"
6-1-2012 DP,"KM Tsai, AJ Fuligni",2012,Jan,Change in ethnic identity across the college transition.,10.1037/a0025678,DP,48,1,56-64,"Analysis of Variance, Asian Continental Ancestry Group, Chi-Square Distribution, Ethnic Groups [psychology], European Continental Ancestry Group, Female, Follow-Up Studies, Hispanic Americans, Humans, Male, Questionnaires, Self Concept, Sex Factors, Social Identification, Students [psychology], Time Factors, Universities, Young Adult","Kim M Tsai, Andrew J Fuligni"
12-1-2012 DP,"V Reigosa-Crespo, M Valdés-Sosa, B Butterworth, N Estévez, M Rodríguez, E Santos, P Torres, R Suárez, A Lage",2012,Jan,Basic numerical capacities and prevalence of developmental dyscalculia: the Havana Survey.,10.1037/a0025356,DP,48,1,123-35,"Achievement, Adolescent, Age Factors, Child, Cohort Studies, Cuba [epidemiology], Dyscalculia [epidemiology], Female, Health Surveys, Humans, Male, Mathematics, Mental Processes [physiology], Neuropsychological Tests, Reaction Time [physiology], Sex Factors, Statistics as Topic","Vivian Reigosa-Crespo, Mitchell Valdés-Sosa, Brian Butterworth, Nancy Estévez, Marisol Rodríguez, Elsa Santos, Paul Torres, Ramón Suárez, Agustín Lage"
11-1-2012 DP,"SP Brubacher, KP Roberts, M Powell",2012,Jan,Retrieval of episodic versus generic information: does the order of recall affect the amount and accuracy of details reported by children about repeated events?,10.1037/a0025864,DP,48,1,111-22,"Age Factors, Analysis of Variance, Chi-Square Distribution, Child, Child, Preschool, Female, Humans, Language, Male, Memory, Episodic, Mental Recall [physiology], Neuropsychological Tests, Psychology, Child, Time Factors","Sonja P Brubacher, Kim P Roberts, Martine Powell"
15-1-2012 DP,"A Cimpian, LC Erickson",2012,Jan,The effect of generic statements on children's causal attributions: questions of mechanism.,10.1037/a0025274,DP,48,1,159-70,"Adolescent, Age Factors, Child, Child Development, Child, Preschool, Concept Formation [physiology], Culture, Female, Humans, Knowledge, Language, Male, Neuropsychological Tests, Psychology, Child, Young Adult","Andrei Cimpian, Lucy C Erickson"
21-7-2012 DP,"F Subiaul, S Anderson, J Brandt, J Elkins",2012,Jul,Multiple imitation mechanisms in children.,10.1037/a0026646,DP,48,4,1165-79,"Age Factors, Child, Preschool, Female, Humans, Imitative Behavior, Learning [physiology], Male, Mental Recall [physiology], Motor Activity [physiology], Neuropsychological Tests, Probability, Sex Factors, Spatial Behavior [physiology], Time Factors","Francys Subiaul, Sarah Anderson, Janina Brandt, Jenny Elkins"
10-7-2012 DP,"FA Campbell, EP Pungello, M Burchinal, K Kainz, Y Pan, BH Wasik, OA Barbarin, JJ Sparling, CT Ramey",2012,Jul,Adult outcomes as a function of an early childhood educational program: an Abecedarian Project follow-up.,10.1037/a0026644,DP,48,4,1033-43,"Adult, Age Factors, Child Development, Child, Preschool, Early Intervention (Education), Educational Status, Family, Female, Health Status, Humans, Infant, Longitudinal Studies, Male, Outcome Assessment (Health Care), Poverty, Questionnaires, Sex Factors, Social Adjustment, Socioeconomic Factors, Statistics as Topic, Young Adult","Frances A Campbell, Elizabeth P Pungello, Margaret Burchinal, Kirsten Kainz, Yi Pan, Barbara H Wasik, Oscar A Barbarin, Joseph J Sparling, Craig T Ramey"
5-7-2012 DP,"JM Plumert, KA Haggerty, A Mickunas, L Herzog, C Shadrick",2012,Jul,Mother-child communication about location: giving and following directions for finding hidden objects.,10.1037/a0026597,DP,48,4,956-68,"Adolescent, Age Factors, Analysis of Variance, Child Development, Child, Preschool, Communication, Female, Follow-Up Studies, Humans, Male, Mother-Child Relations, Reference Values, Reproducibility of Results, Space Perception, Spatial Behavior [physiology], Young Adult","Jodie M Plumert, Kathryn A Haggerty, Andrew Mickunas, Lauren Herzog, Courtney Shadrick"
