article_id_number,no_of_experiments,subfield,type_of_article,type_of_article_other,participants,participants_other,age,brain_beh,topic,topic_other,software,type_of_software,type_of_software_other,did_the_article_receive_a_badge_for_open_data,does_the_article_state_whether_or_not_the_data_are_available,data_statement_indicates_that_data_are,quote_of_statement_if_provided,page_number_of_statement_if_provided,how_are_data_accessible,url_to_dataset,data_url_links_to,if_data_url_links_to_an_independent_archive_repository_which_repository,does_the_data_url_go_to_a_working_page,are_the_data_located_at_the_working_page,can_the_data_be_downloaded,does_the_data_correspond_to_what_is_reported_in_the_article,are_the_data_complete,is_a_codebook_included_with_the_data_or_other_means_of_understanding_the_variables,are_analysis_scripts_included_with_the_data,are_the_data_understandable_and_usable_after_brief_review,is_anything_else_included_with_the_data,did_the_article_receive_a_badge_for_open_materials,does_the_article_state_whether_or_not_any_research_materials_are_available,statement_indicates_that_materials_are,quote_of_statement_if_provided_1,page_number_of_statement_if_provided_1,how_are_materials_accessible_please_only_fill_out_this_question_and_the_questions_below_if_the_articles_statement_indicates_that_the_materials_are_available,url_to_materials,materials_url_links_to,if_materials_url_links_to_an_independent_archive_repository_which_repository,does_the_materials_url_go_to_a_working_page,are_the_materials_located_at_the_working_page,can_the_materials_be_downloaded,do_the_materials_correspond_to_what_is_reported_in_the_article,are_the_materials_complete,are_analysis_scripts_included_with_the_materials,are_the_materials_understandable_and_usable_after_brief_review,is_anything_else_included_with_the_materials,does_the_article_state_whether_there_is_supplemental_information_available,url_to_supplemental_information,open_data_score,open_materials_score
3-11-2014,1,Cognition,NA,NA,Humans,NA,All other ages,Both,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,0
3-12-2014,2,Perception,NA,NA,Humans,NA,All other ages,Both,Sensation,NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,0,0
3-2-2015,2,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,No,NA,NA,Yes,Yes,Available,"""All data have been made publicly available via Dryad and can be accessed at http://datadryad.org/resource/doi:10.5061/dryad.g7b40. """,145,Public dataset generated by the authors,http://datadryad.org/resource/doi:10.5061/dryad.g7b40,Independent archive / repository,DRYAD,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",Yes,Yes,Yes,NA,No,Yes,Available,"""Support was assessed using the 12-item version of the Interpersonal Support Evaluation List (ISEL; Cohen, Mermelstein, Kamarck, & Hoberman, 1985; http://www.psy.cmu.edu/~scohen/ISEL12.html). """,138,Public set of materials generated by others,http://www.psy.cmu.edu/~scohen/ISEL12.html,Personal site,NA,Yes,Yes,No,Yes,"No, not all of the materials are available",No,Yes,NA,No,NA,24,15
3-3-2014,1,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Available,"""he order of the games was randomized across the nine unique experimental sessions, and analyses showed that none of ourfindings resulted from game order (for more information, see Order Effects in the Supplemental Material available online). """"...participants could anonymously vote to exclude 1 participant from playing in the upcoming round (see Gossip and Gossip-With-Ostracism Instructions and Language of Coordinated Action in the Supplemental Material)""""(see Calculating Earnings Data in the Supplemental Material for further details""","658, 659, 661",PS Supplemental Materials,http://pss.sagepub.com/content/by/supplemental-data,PS Supplemental Materials,PS Sagepub Supplemental Materials,Yes,Requires permission,Requires permission,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss .sagepub.com/content/by/supplemental-data,0,8
3-3-2015,1,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,0,0
3-4-2014,4,Developmental Psychology,NA,NA,Humans,NA,0-18 years or 65 years+,NA,NA,NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,0
3-4-2015,1,Cognitive Neuroscience,NA,NA,Humans,NA,All other ages,Brain,NA,NA,No,NA,NA,Yes,Yes,Available,All data have been made publicly available via the Harvard Dataverse Network and can be accessed at http://thedata .harvard.edu/dvn/dv/PainData.,391,Public dataset generated by the authors,http://thedata.harvard.edu/dvn/dv/PainData,Independent archive / repository,Dataverse,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,No,Yes,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,14,0
3-5-2014,3,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,Other (please specify):,Social behaviour and decision making,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,0
3-5-2015,1,Developmental Psychology,NA,NA,Humans,NA,0-18 years or 65 years+,NA,NA,NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, and it is freely accessible",http://pss .sagepub.com/content/by/supplemental-data,0,0
3-6-2014,1,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,0,0
3-7-2014,1,Developmental Psychology,NA,NA,Humans,NA,0-18 years or 65 years+,NA,NA,NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss .sagepub.com/content/by/supplemental-data,0,0
3-8-2014,1,Cognitive Neuroscience,NA,NA,Humans,NA,All other ages,Both,Other (please specify):,Baseline regional EEG alpha asymmetry,Yes,Other (please specify):,EEG analysis software (not too sure but i think that is it),No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,1,0
3-9-2014,5 or more,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,No,NA,NA,Yes,Yes,Available,All data have been made publicly available via Open Science Framework and can be accessed at osf.io/uh3in,1689,Public dataset generated by the authors,osf.io/uh3in,Independent archive / repository,OSF,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",Yes,No,Yes,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,19,0
30-1-2014,2,Cognitive Neuroscience,NA,NA,Humans,NA,All other ages,Brain,NA,NA,Yes,MATLAB,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Available,"The stimuli were 120 small, mirror-symmetric,enclosed white silhouettes (Trujillo, Allen, Schnyer, &Peterson, 2010).Trujillo, L. T., Allen, J. J. B., Schnyer, D. M., & Peterson, M. A. (2010). Neurophysiological evidence for the influence of past experience on figure-ground perception. Journal of Vision, 10(2), Article 5. Retrieved from http://www .journalofvision.org/content/10/2/5.full",257,Public set of materials generated by others,http://jov.arvojournals.org/article.aspx?articleid=2121321#88041964,Third party site,NA,Yes,Yes,Yes,Yes,"Yes, but only some of the materials are available",No,Yes,NA,"Yes, and it is freely accessible",http://pss.sagepub.com/content/25/1/256/suppl/DC1,1,13
30-2-2014,3,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Available,"""Advisors and advisees were randomly matched (oneto-one) but did not interact personally with each other,nor did participants know any identifying characteristicsof the person with whom they were paired.1Notes1. The grids, instructions given to advisors and advisees, andother stimulus materials for all three experiments can be seenin the Supplemental Material available online.""",577/583,PS Supplemental Materials,http://pss.sagepub.com/content/by/supplemental-data,PS Supplemental Materials,PS Sagepub Supplemental Materials,Yes,Requires permission,Requires permission,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,8
31-1-2014,1,Cognitive Neuroscience,NA,NA,Humans,NA,All other ages,Brain,NA,NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,0,0
31-2-2014,1,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Available,"""We created two mixed-language versions of each story thatmatched the mixing frequency in the example publishedby Kolers (1966). Each of three Spanish-English bilingualsread 16 paragraphs, 4 in each of the four conditions:(a) English only, (b) Spanish only, (c) mixed languagewith English word order, and (d) mixed language withSpanish word order (see the Supplemental Material availableonline).""",587,PS Supplemental Materials,http://pss.sagepub.com/content/by/supplemental-data,PS Supplemental Materials,PS Sagepub Supplemental Materials,Yes,Requires permission,Requires permission,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,8
32-1-2014,1,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,0,0
32-2-2014,2,Cognitive Neuroscience,NA,NA,Humans,NA,All other ages,Brain,NA,NA,Yes,Other (please specify):,BrainVoyager,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""""""Within the gain and loss conditions, rewards and penaltieswere assigned to the two colored keys equally, regardless ofthe specific key selected (see the Supplemental Materialfor more details).""""""""As in Experiment 1,all participants ended up losing the same range of experimentaldollars, which resulted in a final actual paymentof $50 (see the Supplemental Material for further details).""""""","Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,1,0
33-1-2014,2,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,0,0
33-2-2014,1,Cognitive Neuroscience,NA,NA,Humans,NA,All other ages,Brain,NA,NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,0,0
34-1-2014,1,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Available,"To address this important issue, weexamined search accuracy for multiple ultra-rare itemsusing the Airport Scanner smartphone application(Kedlin Co., www.airportscannergame.com).",285,Public set of materials generated by others,https://www.airportscannergame.com/,Third party site,NA,Yes,Yes,No,Unclear,Unclear whether or not all of the materials are available,No,Unclear,NA,"Yes, and it is freely accessible",http://pss.sagepub.com/content/25/1/284/suppl/DC1,0,8
34-2-2014,3,Social Psychology,NA,NA,Humans,NA,All other ages,Both,Other (please specify):,Income & judging,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,0
35-1-2014,1,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, and it is freely accessible",http://pss.sagepub.com/content/25/1/290/suppl/DC1,0,0
35-2-2014,3,Social Psychology,NA,NA,Humans,NA,All other ages,Both,"Emotion, personality, social behaviour",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,0
36-1-2014,1,Health Psychology,NA,NA,Humans,NA,All other ages,Both,"Fitness, weight, consumption, hormone levels, chemical uptake, sleeping patterns",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"For more details, see Description of Friend or Foe? Video-Clip Pairings in the Supplemental Material.","Yes, and it is freely accessible",http://pss.sagepub.com/content/25/1/293/suppl/DC1,0,0
36-2-2014,1,Cognitive Neuroscience,NA,NA,Humans,NA,All other ages,Brain,NA,NA,Yes,R,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,1,0
37-1-2014,2,Cognition,NA,NA,Humans,NA,All other ages,Both,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, and it is freely accessible",http://pss.sagepub.com/content/25/1/296/suppl/DC1,0,0
37-2-2014,2,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,0
4-1-2014,5 or more,Cognitive Neuroscience,NA,NA,Humans,NA,All other ages,Brain,NA,NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,0,0
4-1-2015,3,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,Other (please specify):,"Social behaviour, memory, decision making",No,NA,NA,Yes,Yes,Available,All data and materials have been made publicly available via Open Science Framework and can be accessed at https://osf.io/nxrsj/.,47,Public dataset generated by the authors,https://osf.io/nxrsj/,Independent archive / repository,OSF,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",Yes,No,Yes,NA,Yes,Yes,Available,All data and materials have been made publicly available via Open Science Framework and can be accessed at https://osf.io/nxrsj/.,47,Public set of materials generated by the authors,https://osf.io/nxrsj/,Independent archive / repository,OSF,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,Yes,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,19,14
4-10-2014,3,Developmental Psychology,NA,NA,Humans,NA,0-18 years or 65 years+,NA,NA,NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,0
4-11-2014,3,Cognitive Neuroscience,NA,NA,Humans,NA,All other ages,Brain,NA,NA,Yes,MATLAB,NA,Yes,Yes,Available,All data and materials have been made publicly available via Open Science Framework and can be accessed at https://osf.io/usfa5/?view_only=1f2e1994fc6247548499f47de64a2650.,2015,Public dataset generated by the authors,https://osf.io/usfa5/?view_only=1f2e1994fc6247548499f47de64a2650,Independent archive / repository,OSF,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,No,Yes,NA,Yes,Yes,Available,All data and materials have been made publicly available via Open Science Framework and can be accessed at https://osf.io/usfa5/?view_only=1f2e1994fc6247548499f47de64a2650.,2015,Public set of materials generated by the authors,https://osf.io/usfa5/?view_only=1f2e1994fc6247548499f47de64a2650,Independent archive / repository,OSF,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,Yes,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,15,14
4-12-2014,2,Social Psychology,NA,NA,Other (please specify):,Humans & animals,0-18 years or 65 years+,NA,NA,NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,0
4-2-2014,1,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,No,NA,NA,No,Yes,Available,"""3. All data and experimental materials are available publicly at http://www.sciencecox.com/pub/pdshock13.""",347,Public dataset generated by the authors,http://www.sciencecox.com/pub/pdshock13,Personal site,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",Yes,No,Yes,PilotData,No,Yes,Available,"""3. All data and experimental materials are available publicly at http://www.sciencecox.com/pub/pdshock13.""",347,Public set of materials generated by the authors,http://www.sciencecox.com/pub/pdshock13,Personal site,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",Yes,Yes,Poster,No,NA,19,14
4-2-2015,2,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,Yes,Other (please specify):,R and MATLAB,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,1,0
4-3-2014,1,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub .com/content/by/supplemental-data,0,0
4-3-2015,1,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,Yes,Excel,NA,No,Yes,Available,"However, for compliant and acceptant participants, the values for all variables are presented in the Supplemental Material.",296,PS Supplemental Materials,http://pss.sagepub.com/content/by/supplemental-data,PS Supplemental Materials,PS Sagepub Supplemental Materials,Yes,Requires permission,Requires permission,NA,NA,NA,NA,NA,NA,No,Yes,Available,"(For more information on the interviews, including the full interview scripts, sample transcript excerpts, and the debriefing script, see the Supplemental Material. Also, the primary author, and sole interviewer, is available to provide interview training for researchers who hope to replicate this study.)For more information on the screening questionnaire, see the Supplemental Material available online",294,PS Supplemental Materials,http://pss.sagepub.com/content/by/supplemental-data,PS Supplemental Materials,PS Sagepub Supplemental Materials,Yes,Requires permission,Requires permission,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,9,8
4-4-2014,1,Developmental Psychology,NA,NA,Humans,NA,0-18 years or 65 years+,NA,NA,NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,0,0
4-4-2015,1,Perception,NA,NA,Humans,NA,All other ages,Both,Sensation,NA,Yes,Other (please specify):,FsFast,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Available,"Object identification and emotion classifi- cation were tested using gray-scale images adapted from a standard stimulus set courtesy of Michael J. Tarr, Center for the Neural Basis of Cognition and Department of Psychology, Carnegie Mellon University (http://www/tarrlab.org/). Gender classification was tested using stim- uli adapted from the Stirling face set (http://pics.stir.ac.uk/2D_face_sets.htm)",394,Public set of materials generated by others,http://www.tarrlab.org/; http://pics.stir.ac.uk/2D_face_sets.htm,Personal site,NA,Yes,No,No,Unclear,Unclear whether or not all of the materials are available,No,Unclear,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,1,6
4-5-2014,1,Perception,NA,NA,Humans,NA,All other ages,Behaviour,Sensation,NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,0,0
4-5-2015,1,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss .sagepub.com/content/by/supplemental-data,0,0
4-6-2014,3,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,No,NA,NA,No,Yes,Available,The data from Study 1 can be found at http://www.people-press.org/2001/04/26/april-2001-news-interest-index/; information about the questionnaire manipulation in this study can be found at http://www.people-press.org/files/ legacy-questionnaires/13.pdf. The data for Study 2 have been made publicly available at http://www.tessexperiments.org/ previousstudies.html; the articles that participants in Studies 2 and 3 read have been made publicly available via Open Science Framework and can be accessed at https://osf.io/dzv6r/osffiles/PS14_Craig_Richeson_manipulations.pdf/.,1196,Public dataset generated by the authors,http://www.people-press.org/2001/04/26/april-2001-news-interest-index/ http://www.tessexperiments.org/previousstudies.html,Personal site,NA,Yes,Requires permission,Requires permission,Unclear,"No, not all of the data are available",No,NA,Unclear,NA,No,Yes,Available,The data from Study 1 can be found at http://www.people-press.org/2001/04/26/april-2001-news-interest-index/; information about the questionnaire manipulation in this study can be found at http://www.people-press.org/files/ legacy-questionnaires/13.pdf. The data for Study 2 have been made publicly available at http://www.tessexperiments.org/ previousstudies.html; the articles that participants in Studies 2 and 3 read have been made publicly available via Open Science Framework and can be accessed at https://osf.io/dzv6r/osffiles/ PS14_Craig_Richeson_manipulations.pdf/.,1196,Public set of materials generated by the authors,https://osf.io/dzv6r/osffiles/PS14_Craig_Richeson_manipulations.pdf/,Independent archive / repository,OSF,Yes,Yes,Yes,Yes,"Yes, but only some of the materials are available",No,Yes,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,8,13
4-7-2014,2,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,Other (please specify):,Sensation and Intelligence (Learning),Yes,MATLAB,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,1,0
4-8-2014,1,Cognition,NA,NA,Humans,NA,All other ages,Both,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,Yes,Other (please specify):,FMRI Expert Analysis Tool (FEAT; Version 6.00),No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Available,All materials have been made publicly available via Open Science Framework and can be accessed at osf.io/uqb6d.,1543,Public set of materials generated by the authors,osf.io/uqb6d,Independent archive / repository,OSF,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,Unclear,NA,No,NA,1,14
4-9-2014,1,Behavioural Neuroscience,NA,NA,Animals,NA,NA,NA,NA,NA,Yes,Other (please specify):,SPSS Version 20,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,1,0
5-1-2014,1,Developmental Psychology,NA,NA,Humans,NA,0-18 years or 65 years+,NA,NA,NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, and it is freely accessible",http://pss.sagepub.com/content/25/1/47/suppl/DC1,0,0
5-1-2015,3,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,0,0
5-10-2014,2,Developmental Psychology,NA,NA,Humans,NA,0-18 years or 65 years+,NA,NA,NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,0,0
